gene	cluster	silhouette	mean_log2_expression	log2_range	correlation_to_centroid	z_S1	z_S2	z_S3	z_S4	z_S5	z_S6	z_S7	z_S8	z_S9	log2_S1	log2_S2	log2_S3	log2_S4	log2_S5	log2_S6	log2_S7	log2_S8	log2_S9
G5359	3	0.5733	9.6984	0.7099	0.9586	1.4566	1.1556	1.5088	-0.4073	-0.5451	-1.0659	-0.8042	-0.3514	-0.9470	10.1001	10.0171	10.1144	9.5861	9.5481	9.4045	9.4767	9.6015	9.4373
G5360	0	0.6033	10.8569	2.0374	0.9932	-1.5947	-1.2228	-1.3247	0.4530	0.4960	0.6745	0.6411	0.6870	1.1907	9.6904	9.9625	9.8880	11.1883	11.2197	11.3503	11.3259	11.3595	11.7279
G5361	0	0.5646	12.6069	1.4894	0.9650	-1.4536	-1.2392	-1.2977	0.5486	0.3018	0.7954	0.2440	0.6164	1.4843	11.8700	11.9786	11.9490	12.8850	12.7598	13.0101	12.7306	12.9194	13.3593
G5362	3	0.5162	8.1645	0.6720	0.9038	1.5825	0.8289	1.3204	0.1738	-0.6899	-0.4977	-0.7548	-0.3435	-1.6197	8.4966	8.3384	8.4416	8.2010	8.0197	8.0600	8.0061	8.0924	7.8246
G5363	0	0.2233	5.4682	1.1654	0.6712	-1.2510	-0.9224	-0.6501	1.1539	1.3192	0.8211	-1.1392	-0.3345	1.0030	4.9010	5.0499	5.1734	5.9914	6.0663	5.8405	4.9516	5.3165	5.9230
G5364	1	-0.0937	9.2107	0.7067	-0.0518	0.5786	-0.6119	-0.7760	1.6243	-1.6407	-0.4399	1.2193	-0.5586	0.6050	9.3359	9.0782	9.0427	9.5622	8.8556	9.1155	9.4746	9.0898	9.3416
G5365	3	0.3794	7.7002	0.9130	0.8115	0.7657	1.2476	1.6153	-0.4190	-1.2699	-1.4433	-0.4374	0.2733	-0.3324	7.9287	8.0726	8.1823	7.5751	7.3211	7.2693	7.5696	7.7817	7.6009
G5366	3	0.5444	13.3874	0.3311	0.9557	1.6858	1.5055	0.7758	-0.8141	-1.0017	-0.1337	-0.2660	-0.9018	-0.8497	13.5951	13.5728	13.4829	13.2871	13.2640	13.3709	13.3546	13.2763	13.2827
G5367	3	0.5004	12.3952	1.0878	0.8925	1.3128	1.2698	1.2956	0.2875	-1.1695	-0.3304	-1.0054	-0.9657	-0.6948	12.9705	12.9516	12.9630	12.5212	11.8827	12.2504	11.9546	11.9720	12.0908
G5368	3	0.3444	10.2447	0.6052	0.7662	1.3576	0.4583	1.2795	-0.2766	-2.0341	-0.1872	-0.5039	0.5865	-0.6801	10.4869	10.3264	10.4730	10.1953	9.8817	10.2113	10.1547	10.3493	10.1233
G5369	0	0.5596	11.7461	0.6340	0.9630	-1.6610	-1.0026	-1.2445	0.9595	0.6995	-0.0688	0.7092	0.3167	1.2920	11.3895	11.5309	11.4789	11.9521	11.8963	11.7314	11.8984	11.8141	12.0235
G5370	3	0.5203	6.1233	2.3636	0.9097	2.1189	1.0382	0.6172	-0.0245	-0.7760	-0.6906	-0.4017	-0.7987	-1.0828	7.6876	6.8898	6.5790	6.1052	5.5504	5.6135	5.8268	5.5337	5.3240
G5371	3	0.5974	10.3923	0.9909	0.9723	1.2051	1.3200	1.5531	-0.5765	-0.7959	-0.1442	-0.7085	-0.6200	-1.2331	10.8209	10.8617	10.9447	10.1872	10.1092	10.3410	10.1403	10.1718	9.9537
G5372	3	0.4438	9.7505	0.4165	0.8444	0.8060	1.0441	1.6343	-0.7688	-0.5090	-0.3311	-1.0538	0.6335	-1.4552	9.8592	9.8913	9.9708	9.6469	9.6819	9.7059	9.6084	9.8359	9.5543
G5373	3	0.3857	12.5240	0.6736	0.8739	1.4077	0.9376	1.1387	-1.7769	-0.5665	-0.3897	0.0229	0.2886	-1.0625	12.8217	12.7223	12.7648	12.1481	12.4042	12.4416	12.5288	12.5850	12.2992
G5374	3	0.5875	12.2926	1.3060	0.9657	1.3425	1.4402	1.4237	-0.4293	-0.7630	-0.6968	-0.7697	-0.9385	-0.6092	13.0297	13.0834	13.0743	12.0569	11.8737	11.9101	11.8700	11.7773	11.9582
G5375	1	-0.1673	11.6778	0.3609	0.4208	0.2696	0.5770	1.5926	0.0285	1.0631	-0.6966	-0.2698	-2.0173	-0.5471	11.7047	11.7355	11.8370	11.6806	11.7840	11.6081	11.6508	11.4761	11.6231
G5376	0	0.4943	13.3057	0.9858	0.9180	-1.8080	-1.3054	-0.8089	1.2551	0.9632	0.5462	0.6028	0.1132	0.4419	12.7238	12.8856	13.0453	13.7096	13.6156	13.4814	13.4997	13.3421	13.4479
G5377	2	0.1240	10.5293	0.2239	0.6395	0.2566	0.5367	0.0664	-0.5370	-2.4172	-0.3619	0.4248	1.2756	0.7560	10.5448	10.5618	10.5333	10.4967	10.3827	10.5073	10.5550	10.6066	10.5751
G5378	1	-0.1149	12.7462	1.3868	0.6265	0.5521	0.4114	1.4893	1.4320	0.1618	-1.0020	-0.8973	-1.3148	-0.8325	13.0193	12.9497	13.4828	13.4545	12.8263	12.2507	12.3025	12.0960	12.3345
G5379	0	0.2221	8.2585	0.5084	0.6562	-1.1332	-0.8513	-0.8600	1.5941	1.2368	0.2506	-1.2530	0.6333	0.3827	8.0562	8.1065	8.1049	8.5431	8.4793	8.3033	8.0348	8.3716	8.3268
G5380	3	0.2917	9.6761	0.5277	0.7237	1.3635	0.9282	0.8684	0.8537	0.1678	-0.6354	-1.4781	-0.8912	-1.1770	9.9293	9.8484	9.8373	9.8346	9.7072	9.5581	9.4015	9.5105	9.4575
G5381	1	-0.0326	10.5759	0.4111	0.2011	0.3235	-0.4114	0.8433	1.0173	-0.3807	-0.7460	-1.3698	1.8007	-1.0769	10.6178	10.5225	10.6852	10.7078	10.5265	10.4792	10.3983	10.8093	10.4363
G5382	3	0.2447	5.5789	1.6644	0.6293	1.1227	1.0623	0.5514	0.1207	0.0836	-0.1304	-2.4575	0.1124	-0.4654	6.1008	6.0727	5.8352	5.6350	5.6178	5.5183	4.4364	5.6312	5.3625
G5383	0	0.4232	8.7911	0.7412	0.8405	-1.4249	-1.3374	-1.0610	0.7159	0.8040	1.5438	0.5270	0.4392	-0.2065	8.4354	8.4572	8.5262	8.9698	8.9918	9.1765	8.9227	8.9007	8.7395
G5384	0	0.3010	9.5755	0.3180	0.6483	0.2342	-1.5784	-1.6402	1.0973	-0.5175	0.9823	-0.0830	1.0582	0.4471	9.6027	9.3922	9.3850	9.7029	9.5154	9.6896	9.5658	9.6984	9.6274
G5385	3	0.5169	10.7190	0.9374	0.9133	1.2830	1.1907	1.4220	-0.0852	-0.5154	-0.1966	-1.4799	-0.5829	-1.0357	11.1334	11.1036	11.1784	10.6915	10.5525	10.6555	10.2410	10.5308	10.3845
G5386	2	0.0243	10.1458	0.1475	0.2682	1.1389	-0.8822	-0.1300	0.1084	-1.5098	0.3892	1.1281	1.1363	-1.3789	10.2092	10.0966	10.1385	10.1518	10.0617	10.1675	10.2086	10.2091	10.0690
G5387	1	-0.0667	8.8437	0.2498	0.6463	0.1043	-1.4000	-0.9951	0.9609	1.2492	1.3659	-1.1912	-0.4117	0.3178	8.8531	8.7173	8.7539	8.9305	8.9565	8.9671	8.7362	8.8065	8.8724
G5388	3	0.2783	10.5985	0.5921	0.7023	0.7602	1.2739	0.9367	0.9123	-0.4935	0.0397	-1.1943	-0.4392	-1.7959	10.7452	10.8442	10.7792	10.7745	10.5033	10.6062	10.3682	10.5138	10.2521
G5389	0	0.3455	8.5349	0.6397	0.7185	-0.9120	-0.2640	-1.4657	0.2684	0.0843	-0.9034	0.4102	0.6783	2.1040	8.3714	8.4876	8.2722	8.5830	8.5500	8.3730	8.6084	8.6564	8.9119
G5390	1	-0.1131	11.2341	0.4937	0.7197	1.2138	0.8870	0.1439	1.1143	-0.2113	0.5367	-1.7277	-0.6280	-1.3288	11.4378	11.3829	11.2582	11.4211	11.1986	11.3241	10.9441	11.1287	11.0110
G5391	0	0.3236	9.4815	0.3425	0.6782	-0.9804	0.6033	-2.3450	0.2379	-0.0181	0.0288	0.6798	1.0506	0.7431	9.3826	9.5423	9.2449	9.5055	9.4796	9.4844	9.5500	9.5874	9.5564
G5392	3	0.5002	12.8614	0.9948	0.9484	1.4887	1.1715	1.2421	-1.5115	-0.7093	-0.5436	-0.1324	-0.1407	-0.8649	13.3550	13.2499	13.2733	12.3603	12.6263	12.6812	12.8175	12.8148	12.5747
G5393	3	0.6035	9.2713	1.5932	0.9789	1.2717	1.4515	1.4577	-0.6540	-0.4897	-0.6045	-0.8688	-0.5169	-1.0469	10.0802	10.1946	10.1985	8.8552	8.9598	8.8867	8.7186	8.9425	8.6053
G5394	3	0.6080	12.1015	1.1444	0.9957	1.6440	1.3488	1.1538	-0.9582	-0.6804	-0.3570	-0.6725	-0.5233	-0.9551	12.8245	12.6947	12.6089	11.6800	11.8022	11.9444	11.8057	11.8713	11.6814
G5395	3	0.5914	11.9953	1.3519	0.9606	1.2433	1.2388	1.6407	-0.5805	-0.2945	-0.4774	-0.8157	-0.9936	-0.9611	12.6333	12.6310	12.8372	11.6974	11.8441	11.7503	11.5767	11.4854	11.5020
G5396	0	0.2634	9.3562	0.5896	0.7117	-1.6982	-1.1113	-0.3175	1.7596	1.1128	0.5649	0.1358	-0.2894	-0.1567	9.0666	9.1667	9.3021	9.6562	9.5459	9.4525	9.3794	9.3069	9.3295
G5397	3	0.3782	8.4165	0.6356	0.7990	0.8815	1.1260	1.5259	0.0189	-0.2008	0.0932	-1.2543	-1.6453	-0.5451	8.5931	8.6421	8.7223	8.4202	8.3762	8.4351	8.1650	8.0867	8.3072
G5398	0	0.3279	10.5314	0.5392	0.6389	-0.3705	-1.3072	-1.3422	0.2937	0.2486	0.6104	0.1085	2.1587	-0.4000	10.4743	10.3300	10.3246	10.5766	10.5696	10.6254	10.5481	10.8638	10.4698
G5399	2	0.2448	11.2684	0.4257	0.8653	-0.1028	-0.1707	0.0054	-1.7389	-1.2968	-0.2145	1.3585	1.2046	0.9552	11.2543	11.2450	11.2692	11.0294	11.0902	11.2389	11.4551	11.4340	11.3997
G5400	3	0.2877	9.2750	1.0767	0.6138	2.6032	-0.3595	0.0557	0.1783	-1.0620	0.0560	-0.8174	-0.1756	-0.4786	10.0397	9.1694	9.2913	9.3273	8.9630	9.2914	9.0349	9.2234	9.1344
G5401	1	-0.1173	7.1909	0.7766	0.3743	-0.3601	1.1332	1.0542	0.1791	-0.4992	0.9187	0.5696	-2.0167	-0.9788	7.1022	7.4703	7.4509	7.2351	7.0679	7.4175	7.3314	6.6937	6.9496
G5402	0	0.3145	13.8969	0.6339	0.7225	-1.9386	-0.3091	-0.6843	1.1529	1.1074	0.2982	0.8604	-1.0099	0.5231	13.4994	13.8335	13.7566	14.1333	14.1240	13.9580	14.0733	13.6898	14.0042
G5403	0	0.4048	10.0093	0.5570	0.8331	-1.1280	-1.5675	-0.9436	1.8925	0.5659	0.1661	0.6062	0.2116	0.1967	9.8278	9.7570	9.8574	10.3140	10.1004	10.0361	10.1069	10.0434	10.0410
G5404	2	-0.1131	11.9824	0.3864	0.8321	1.5167	0.8315	0.1770	-1.8858	-0.9341	-0.1073	0.9355	0.2426	-0.7762	12.1546	12.0768	12.0025	11.7682	11.8763	11.9702	12.0886	12.0099	11.8942
G5405	0	0.1118	9.8587	0.3404	0.3599	-1.8224	-0.1923	0.8923	-0.0448	-0.7847	-0.4835	1.6808	-0.2877	1.0423	9.6817	9.8401	9.9454	9.8544	9.7825	9.8118	10.0221	9.8308	9.9600
G5406	0	0.4756	9.3785	1.2083	0.8991	-1.8159	-1.1446	-0.8790	0.9337	0.9946	0.9210	0.7580	-0.2771	0.5092	8.5978	8.8864	9.0006	9.7799	9.8061	9.7745	9.7044	9.2594	9.5974
G5407	3	0.5303	12.7434	0.3433	0.9507	1.7212	1.1334	1.0988	-0.6058	-1.1563	-0.8679	-0.2627	-0.0526	-1.0081	12.9487	12.8786	12.8745	12.6711	12.6054	12.6398	12.7120	12.7371	12.6231
G5408	3	0.4541	8.6866	0.3682	0.8370	1.0990	1.0471	1.3717	-0.0299	-1.3826	-0.2825	-1.2932	0.4457	-0.9752	8.8335	8.8266	8.8700	8.6826	8.5018	8.6488	8.5137	8.7462	8.5562
G5409	3	0.2527	10.0964	0.4545	0.5875	0.6931	0.9371	1.1606	1.1636	-0.3897	-1.8322	-0.9347	-0.0527	-0.7449	10.2016	10.2386	10.2725	10.2730	10.0373	9.8184	9.9546	10.0884	9.9834
G5410	3	0.3248	11.5433	0.3682	0.7193	1.0303	-0.1352	1.9829	0.1284	-0.2232	-0.0376	-0.9780	-0.0465	-1.7210	11.6457	11.5298	11.7404	11.5561	11.5211	11.5395	11.4461	11.5387	11.3722
G5411	3	0.3092	13.3069	0.7038	0.7708	1.2902	0.2195	1.4529	-1.0039	-1.4066	-0.1468	0.2734	0.6260	-1.3046	13.6245	13.3610	13.6645	13.0599	12.9608	13.2708	13.3742	13.4610	12.9858
G5412	3	0.1955	9.4532	0.4250	0.6505	1.8077	1.0048	-0.1801	-0.6800	-1.4310	-0.8027	-0.5972	1.0689	-0.1906	9.6904	9.5851	9.4296	9.3640	9.2655	9.3479	9.3749	9.5935	9.4282
G5413	0	0.5200	9.6403	0.5889	0.9274	-1.1727	-1.2567	-1.3824	0.4508	0.7280	0.6234	0.0206	0.2756	1.7135	9.4173	9.4013	9.3774	9.7261	9.7788	9.7589	9.6443	9.6928	9.9663
G5414	0	0.3623	9.5067	0.3509	0.8003	-0.6031	-1.3155	-1.5695	1.5205	0.5154	0.8329	-0.5628	0.3125	0.8696	9.4382	9.3573	9.3285	9.6794	9.5653	9.6013	9.4428	9.5422	9.6055
G5415	3	0.3779	9.7968	0.2248	0.7419	2.2331	0.5222	0.0849	0.2824	-1.1392	-0.1163	-0.2646	-0.0982	-1.5043	9.9311	9.8282	9.8019	9.8138	9.7283	9.7898	9.7809	9.7909	9.7064
G5416	0	0.5983	12.5184	3.3735	0.9931	-1.5660	-1.4187	-1.2301	0.6443	0.6239	0.7379	0.6698	0.6282	0.9108	10.3854	10.5861	10.8429	13.3960	13.3681	13.5234	13.4306	13.3740	13.7589
G5417	0	0.3880	11.1231	0.7871	0.7965	-0.7990	-1.3272	-1.0255	0.0988	-0.3623	-0.4124	1.2636	0.8618	1.7023	10.9154	10.7782	10.8566	11.1487	11.0289	11.0159	11.4514	11.3470	11.5654
G5418	0	0.4315	8.3096	0.3449	0.7897	-1.0828	-1.6496	-0.6296	0.8415	0.1183	-0.5313	0.7852	1.6992	0.4491	8.1980	8.1397	8.2447	8.3962	8.3217	8.2548	8.3904	8.4845	8.3558
G5419	0	0.2526	8.1666	0.5149	0.5445	-0.4911	0.1495	-2.1996	0.2100	1.3954	0.3017	0.1330	1.1651	-0.6640	8.0963	8.1880	7.8516	8.1967	8.3665	8.2098	8.1857	8.3335	8.0715
G5420	2	0.0475	11.7210	0.7444	0.4386	-0.1348	0.5479	0.7326	-0.2134	-2.3211	-0.3311	0.1171	-0.0061	1.6088	11.6955	11.8248	11.8598	11.6806	11.2814	11.6583	11.7432	11.7199	12.0258
G5421	3	0.5888	13.1796	0.5371	0.9756	1.5361	1.3298	1.2279	-0.4105	-1.1469	-0.4280	-0.4228	-0.6219	-1.0638	13.4870	13.4457	13.4253	13.0974	12.9500	13.0939	13.0949	13.0551	12.9666
G5422	1	0.0987	9.3486	0.4318	0.4684	-0.1080	0.4854	-0.4402	-0.1144	-0.1825	2.5789	-0.4220	-0.7138	-1.0835	9.3359	9.4058	9.2967	9.3351	9.3271	9.6527	9.2989	9.2645	9.2209
G5423	3	0.4496	12.2911	0.5966	0.9145	1.2360	1.5117	1.0118	-1.3940	-1.1628	-0.2556	0.0524	-0.1122	-0.8872	12.5449	12.6015	12.4989	12.0049	12.0523	12.2386	12.3019	12.2681	12.1089
G5424	3	0.5502	11.5001	0.4372	0.9435	1.1942	1.6537	1.2175	-0.6723	-0.9673	-0.1104	-1.0711	-0.7550	-0.4893	11.6917	11.7654	11.6954	11.3922	11.3448	11.4823	11.3282	11.3789	11.4215
G5425	1	-0.0425	9.7541	0.6885	0.6444	0.6147	0.6962	0.7746	0.7192	0.6739	-0.3083	-1.1486	-2.2574	0.2358	9.8937	9.9122	9.9300	9.9174	9.9071	9.6841	9.4933	9.2415	9.8077
G5426	3	0.4995	10.6307	0.4526	0.9353	1.4962	1.0043	1.3925	-0.8531	-1.0594	-0.8322	0.2840	-0.4291	-1.0031	10.8957	10.8086	10.8773	10.4797	10.4431	10.4834	10.6810	10.5548	10.4531
G5427	0	0.5542	15.4816	0.9770	0.9604	-1.6959	-1.5585	-0.8220	0.9833	0.7930	0.3193	0.7347	0.5706	0.6754	14.8632	14.9133	15.1819	15.8402	15.7708	15.5980	15.7495	15.6897	15.7279
G5428	3	0.5415	13.2081	1.1200	0.9248	1.2873	1.4359	1.3783	-0.3650	-0.4726	-0.9657	-0.6015	-1.2296	-0.4672	13.7491	13.8115	13.7873	13.0548	13.0095	12.8024	12.9554	12.6915	13.0119
G5429	0	0.3459	10.5769	0.6641	0.7984	-1.6664	-1.2182	-0.5415	1.7950	0.8788	0.5590	-0.0369	-0.1207	0.3510	10.2572	10.3431	10.4730	10.9213	10.7455	10.6841	10.5698	10.5537	10.6442
G5430	0	0.6055	13.1345	2.3507	0.9972	-1.5868	-1.3045	-1.2938	0.5618	0.7755	0.4683	0.6872	0.6643	1.0279	11.7080	11.9617	11.9714	13.6396	13.8317	13.5555	13.7523	13.7317	14.0587
G5431	0	0.6072	14.2831	2.8283	0.9976	-1.6676	-1.2620	-1.2403	0.6085	0.6397	0.4357	0.7970	0.6750	1.0139	12.5242	12.9520	12.9749	14.9249	14.9578	14.7427	15.1237	14.9951	15.3526
G5432	0	0.2654	10.2043	0.5772	0.5845	-1.4367	-0.2192	-0.4067	0.3685	0.4405	-1.7630	0.6745	0.9632	1.3790	9.9403	10.1640	10.1295	10.2719	10.2852	9.8804	10.3282	10.3812	10.4576
G5433	3	0.3398	10.6353	0.1985	0.7418	0.3196	1.4119	1.4011	0.1889	-0.1952	0.1527	-0.4248	-0.8837	-1.9705	10.6541	10.7182	10.7176	10.6464	10.6239	10.6443	10.6104	10.5835	10.5197
G5434	3	0.5024	11.0662	0.6718	0.9234	1.2490	1.0976	1.3648	-1.3087	-0.3634	-0.0656	-0.1204	-0.2975	-1.5558	11.3534	11.3186	11.3801	10.7652	10.9826	11.0511	11.0385	10.9977	10.7083
G5435	3	0.4591	9.9566	0.5311	0.9138	1.4668	1.1977	1.0820	-1.1766	-0.9953	-0.4509	0.5091	-0.6260	-1.0068	10.2513	10.1972	10.1739	9.7202	9.7566	9.8660	10.0588	9.8308	9.7543
G5436	3	0.2855	6.6045	0.9091	0.6181	0.4547	1.7398	0.7876	-0.5527	0.5662	-1.4342	-1.5585	-0.1320	0.1291	6.7298	7.0840	6.8216	6.4521	6.7605	6.2091	6.1749	6.5681	6.6400
G5437	2	-0.1546	6.6737	0.6769	0.5902	0.4432	1.5033	0.8036	-1.8408	0.5747	-1.2677	-0.6722	0.3184	0.1374	6.7634	6.9780	6.8364	6.3011	6.7900	6.4171	6.5376	6.7381	6.7015
G5438	1	-0.0950	9.7192	0.2442	0.2425	-1.6057	0.2447	0.3080	0.6947	1.3996	-1.0500	-0.4251	-0.8896	1.3233	9.5887	9.7391	9.7442	9.7757	9.8329	9.6339	9.6846	9.6469	9.8267
G5439	3	0.5654	12.7701	0.9980	0.9808	1.5375	1.2461	1.3183	-1.0599	-1.0237	-0.5278	-0.2153	-0.5029	-0.7722	13.3609	13.2489	13.2767	12.3629	12.3768	12.5673	12.6874	12.5769	12.4734
G5440	0	0.5498	6.0129	2.1066	0.9450	-1.8534	-1.3671	-0.7739	0.5720	0.8617	0.2786	1.1374	0.5928	0.5519	4.7074	5.0499	5.4678	6.4158	6.6199	6.2091	6.8140	6.4305	6.4016
G5441	3	0.4586	9.6106	0.7000	0.9225	1.6706	1.1068	0.9736	-1.3346	-0.8402	-0.7155	0.1126	0.0381	-1.0114	9.9997	9.8684	9.8373	9.2997	9.4149	9.4439	9.6368	9.6195	9.3750
G5442	3	0.5468	13.3830	1.2609	0.9346	1.5280	1.1110	1.2394	-0.0158	-0.7580	-0.0808	-0.9319	-0.6874	-1.4045	14.0400	13.8607	13.9159	13.3762	13.0571	13.3483	12.9823	13.0874	12.7791
G5443	3	0.3936	3.4954	9.2628	0.8398	2.1371	0.3951	0.9812	-0.6891	-1.3156	-0.6976	-0.7006	-0.3048	0.1943	9.2287	4.5554	6.1278	1.6466	-0.0340	1.6239	1.6160	2.6777	4.0165
G5444	3	0.2960	8.2979	0.7130	0.7153	0.8975	0.8925	1.2044	-1.9384	0.9960	-0.2117	-0.7245	-0.6112	-0.5047	8.5016	8.5004	8.5712	7.8582	8.5239	8.2499	8.1336	8.1593	8.1834
G5445	3	0.3447	3.9531	8.1049	0.7355	1.3861	-0.1061	1.6221	-0.9855	-0.5883	0.2694	-1.5444	0.5477	-0.6009	7.5010	3.6815	8.1049	1.4307	2.4472	4.6426	0.0000	5.3551	2.4151
G5446	3	0.2893	7.4219	1.3565	0.8172	1.8395	0.6527	0.8016	-1.6902	-0.7378	-0.8840	-0.0707	0.4663	-0.3775	8.1288	7.6727	7.7300	6.7723	7.1383	7.0822	7.3947	7.6011	7.2768
G5447	3	0.2334	5.9589	5.2597	0.6182	1.3175	-0.3535	1.5307	-0.9729	-1.0926	0.1892	-1.4910	0.5275	0.3450	8.2523	5.3436	8.6233	4.2655	4.0571	6.2883	3.3636	6.8771	6.5593
G5448	1	-0.0258	8.7800	0.6294	0.2208	-0.9988	0.7887	0.7992	-0.7921	0.6966	1.3868	0.2476	-0.2334	-1.8947	8.5885	8.9313	8.9333	8.6281	8.9136	9.0460	8.8275	8.7353	8.4166
G5449	3	0.2687	3.8700	7.9842	0.6885	1.2862	0.0806	1.4533	-0.9593	-1.3905	0.0331	-1.3784	0.6492	0.2259	7.4810	4.0962	7.9502	1.1767	-0.0340	3.9629	0.0000	5.6927	4.5043
G5450	1	-0.0720	8.3433	0.3818	0.3221	0.6944	1.5324	-0.8698	-0.6475	0.3214	1.2674	-1.1890	-1.3469	0.2376	8.4354	8.5465	8.2280	8.2574	8.3859	8.5113	8.1857	8.1647	8.3748
G5451	1	-0.1603	6.8216	1.2076	0.4570	0.6352	1.1092	0.3876	-0.0381	1.1979	0.1136	-0.0190	-1.5648	-1.8214	7.0757	7.2652	6.9766	6.8064	7.3008	6.8671	6.8140	6.1958	6.0931
G5452	3	0.5082	10.2327	0.5264	0.9435	1.4969	0.9680	1.4720	-0.8729	-1.3900	-0.5248	0.0046	-0.4763	-0.6775	10.5057	10.4092	10.5011	10.0736	9.9793	10.1371	10.2336	10.1459	10.1092
G5453	1	0.1216	11.5081	0.5252	0.7963	-0.5393	-0.5231	0.0849	2.4980	-0.2943	0.3963	-1.3533	-0.3311	0.0619	11.4345	11.4367	11.5196	11.8487	11.4679	11.5621	11.3235	11.4629	11.5165
G5454	3	0.4106	14.7155	1.0076	0.8991	1.5932	1.1923	0.8719	-1.8028	-0.6076	-0.4547	-0.0344	-0.0911	-0.6668	15.1882	15.0693	14.9742	14.1806	14.5352	14.5806	14.7053	14.6885	14.5177
G5455	3	0.3631	8.9219	0.4599	0.8164	1.4419	0.5738	1.1051	-1.1889	-1.3312	0.3981	-0.4125	0.6245	-1.2109	9.1610	9.0171	9.1052	8.7248	8.7012	8.9879	8.8535	9.0255	8.7211
G5456	3	0.5573	12.0616	0.5057	0.9731	1.8076	1.3579	0.8604	-0.9660	-0.9346	-0.4157	-0.2365	-0.6178	-0.8553	12.3912	12.3092	12.2185	11.8855	11.8912	11.9858	12.0185	11.9490	11.9057
G5457	0	0.5094	10.6537	0.7323	0.9277	-1.8884	-0.8845	-1.1355	1.2658	0.8821	0.3326	0.8018	0.1847	0.4413	10.2153	10.4484	10.3901	10.9476	10.8585	10.7309	10.8398	10.6966	10.7562
G5458	3	0.5442	14.0090	1.1708	0.9554	1.5209	1.3699	1.1926	-0.5356	-1.0477	-1.0571	-0.4540	-0.1857	-0.8033	14.6998	14.6312	14.5507	13.7658	13.5332	13.5289	13.8028	13.9247	13.6442
G5459	0	0.5406	10.2856	1.2631	0.9534	-1.3252	-0.9765	-1.7885	1.0655	0.5689	0.8378	0.6399	0.3427	0.6354	9.6991	9.8535	9.4941	10.7572	10.5374	10.6564	10.5688	10.4373	10.5669
G5460	3	0.4839	8.0423	0.8093	0.8846	1.4872	1.6515	0.7680	-0.6082	0.0285	-1.1875	-0.5954	-1.0398	-0.5042	8.4663	8.5131	8.2613	7.8690	8.0505	7.7038	7.8726	7.7459	7.8986
G5461	2	-0.0725	11.5281	0.8267	0.5295	-0.4496	-0.6701	-0.5199	-1.2861	-0.2625	-0.2691	0.2993	0.8021	2.3559	11.4260	11.3760	11.4101	11.2362	11.4685	11.4670	11.5960	11.7102	12.0629
G5462	2	-0.1894	13.2625	1.3699	0.7933	1.4746	0.9426	0.5833	-1.9274	-0.0440	-1.2114	0.4010	0.2279	-0.4467	13.8563	13.6421	13.4974	12.4864	13.2448	12.7747	13.4240	13.3543	13.0827
G5463	3	0.5314	14.0130	0.9413	0.9439	1.5770	1.2916	1.1611	-1.0139	-0.0158	-1.0839	-0.6609	-0.4411	-0.8140	14.5709	14.4699	14.4237	13.6543	14.0074	13.6296	13.7792	13.8570	13.7250
G5464	3	0.4538	13.1261	1.0655	0.9206	1.5779	1.1571	0.9895	-1.7256	-0.5842	-0.3174	-0.0898	-0.1454	-0.8621	13.6350	13.4993	13.4453	12.5695	12.9377	13.0237	13.0971	13.0792	12.8480
G5465	3	0.5020	14.1970	1.7341	0.9494	1.5862	1.1112	1.1838	-1.5708	-0.6925	-0.3962	-0.2837	-0.1346	-0.8034	15.0683	14.8074	14.8472	13.3342	13.8166	13.9793	14.0411	14.1230	13.7557
G5466	1	-0.0301	10.7278	0.1333	0.2517	-1.2289	0.5144	-0.4321	0.9665	-1.0702	1.6571	0.3648	0.5583	-1.3299	10.6730	10.7507	10.7085	10.7709	10.6801	10.8017	10.7441	10.7527	10.6685
G5467	0	0.4499	11.8914	0.5483	0.8634	-0.9935	-1.7512	-0.9139	0.4146	0.7770	0.9576	-0.3342	0.3709	1.4727	11.7224	11.5936	11.7360	11.9619	12.0235	12.0543	11.8346	11.9545	12.1419
G5468	3	0.4572	8.8967	0.6956	0.8675	1.5728	1.0831	1.0349	0.0328	-0.7522	0.1927	-1.3333	-1.2504	-0.5804	9.2731	9.1559	9.1444	8.9045	8.7166	8.9428	8.5775	8.5974	8.7577
G5469	3	0.5608	12.3675	0.5265	0.9595	1.8284	1.2249	0.9626	-0.5834	-0.7878	-0.4413	-0.2065	-1.1357	-0.8613	12.6923	12.5851	12.5385	12.2639	12.2275	12.2891	12.3308	12.1658	12.2145
G5470	0	0.4978	12.4581	1.1082	0.9177	-1.6598	-1.1395	-1.1321	1.1072	1.3676	0.2045	0.4542	0.4316	0.3664	11.8506	12.0410	12.0437	12.8634	12.9587	12.5330	12.6244	12.6161	12.5923
G5471	3	0.3364	13.1939	0.7445	0.8543	1.2941	1.1148	1.0444	-1.7676	-1.1147	-0.2976	0.3285	0.0507	-0.6526	13.5086	13.4649	13.4478	12.7640	12.9228	13.1215	13.2737	13.2062	13.0352
G5472	3	0.5352	13.6667	0.8196	0.9473	2.0802	0.8627	0.8947	-0.7239	-0.9529	-0.3080	-0.8696	-0.0666	-0.9167	14.2288	13.8998	13.9085	13.4711	13.4092	13.5835	13.4317	13.6487	13.4190
